ligand_id	barrier_energy	original_line
PV-002735849716	29.213	PV-002735849716 29.213
PV-002735979802	26.303	PV-002735979802 26.303
PV-002736087092	29.278	PV-002736087092 29.278
PV-002737747248	26.632	PV-002737747248 26.632
PV-002738005083	26.896	PV-002738005083 26.896
PV-002738289925	29.518	PV-002738289925 29.518
PV-002738289926	29.884	PV-002738289926 29.884
PV-002738423953	30.881	PV-002738423953 30.881
PV-002738562345	29.203	PV-002738562345 29.203
PV-002739321828	29.364	PV-002739321828 29.364
PV-002739388349	27.306	PV-002739388349 27.306
PV-002739421418	30.726	PV-002739421418 30.726
PV-002739970499	31.441	PV-002739970499 31.441
PV-002740082048	27.086	PV-002740082048 27.086
PV-002740655657	30.534	PV-002740655657 30.534
PV-002741169809	25.939	PV-002741169809 25.939
PV-002741240014	29.752	PV-002741240014 29.752
PV-002741240015	31.028	PV-002741240015 31.028
PV-002741240016	29.667	PV-002741240016 29.667
PV-002742219743	30.12	PV-002742219743 30.120
PV-002742219744	25.954	PV-002742219744 25.954
PV-002742219745	30.689	PV-002742219745 30.689
PV-002742866540	28.513	PV-002742866540 28.513
PV-002744025211	25.477	PV-002744025211 25.477
PV-002744367128	32.602	PV-002744367128 32.602
PV-002745365679	26.348	PV-002745365679 26.348
PV-002745365680	27.564	PV-002745365680 27.564
PV-002745365681	26.404	PV-002745365681 26.404
PV-002745541922	29.074	PV-002745541922 29.074
PV-002745592963	30.43	PV-002745592963 30.430
PV-002746568942	27.454	PV-002746568942 27.454
PV-002747034800	28.648	PV-002747034800 28.648
PV-002747034801	31.707	PV-002747034801 31.707
PV-002748102692	27.05	PV-002748102692 27.050
PV-002748208541	31.026	PV-002748208541 31.026
PV-002748286222	29.821	PV-002748286222 29.821
PV-002749800003	30.023	PV-002749800003 30.023
PV-002749936452	29.19	PV-002749936452 29.190
PV-002749936453	26.318	PV-002749936453 26.318
PV-002750617785	32.437	PV-002750617785 32.437
PV-002750939032	27.131	PV-002750939032 27.131
PV-002751323346	30.218	PV-002751323346 30.218
PV-002751429301	26.003	PV-002751429301 26.003
PV-002751473331	27.51	PV-002751473331 27.510
PV-002751503297	27.223	PV-002751503297 27.223
PV-002752477677	28.164	PV-002752477677 28.164
PV-002752904029	29.907	PV-002752904029 29.907
PV-002753253112	26.218	PV-002753253112 26.218
PV-002753459404	30.884	PV-002753459404 30.884
PV-002753697338	28.46	PV-002753697338 28.460
PV-002754043208	31.216	PV-002754043208 31.216
PV-002755316924	28.385	PV-002755316924 28.385
PV-002755415980	28.091	PV-002755415980 28.091
PV-002755958679	25.499	PV-002755958679 25.499
PV-002756516692	27.423	PV-002756516692 27.423
PV-002756516693	29.161	PV-002756516693 29.161
PV-002756516694	27.925	PV-002756516694 27.925
PV-002756716132	25.963	PV-002756716132 25.963
PV-002757025758	26.589	PV-002757025758 26.589
PV-002757093523	25.698	PV-002757093523 25.698
PV-002757699456	29.317	PV-002757699456 29.317
PV-002758447720	30.2	PV-002758447720 30.200
PV-002758895410	25.702	PV-002758895410 25.702
PV-002759252108	29.979	PV-002759252108 29.979
PV-002759997248	28.625	PV-002759997248 28.625
PV-002760309918	26.358	PV-002760309918 26.358
PV-002761049451	27.986	PV-002761049451 27.986
PV-002763127660	25.366	PV-002763127660 25.366
PV-002763276021	26.262	PV-002763276021 26.262
PV-002763627295	29.794	PV-002763627295 29.794
PV-002763627296	31.249	PV-002763627296 31.249
PV-002763627297	29.327	PV-002763627297 29.327
PV-002764518725	25.52	PV-002764518725 25.520
PV-002765124897	29.888	PV-002765124897 29.888
PV-002765174540	30.63	PV-002765174540 30.630
PV-002765240584	28.041	PV-002765240584 28.041
PV-002765246263	29.318	PV-002765246263 29.318
PV-002765968206	30.192	PV-002765968206 30.192
PV-002766116492	29.309	PV-002766116492 29.309
PV-002766314834	30.215	PV-002766314834 30.215
PV-002766314835	25.493	PV-002766314835 25.493
PV-002766314836	30.291	PV-002766314836 30.291
PV-002767641649	26.919	PV-002767641649 26.919
PV-002767641650	29.502	PV-002767641650 29.502
PV-002767765704	27.01	PV-002767765704 27.010
PV-002767942839	29.984	PV-002767942839 29.984
PV-002768062020	27.968	PV-002768062020 27.968
PV-002768806480	25.379	PV-002768806480 25.379
PV-002769779430	29.968	PV-002769779430 29.968
PV-002769906719	30.558	PV-002769906719 30.558
PV-002770086888	29.322	PV-002770086888 29.322
PV-002770230847	25.372	PV-002770230847 25.372
PV-002770299394	25.646	PV-002770299394 25.646
PV-002770357127	29.619	PV-002770357127 29.619
PV-002770357128	28.444	PV-002770357128 28.444
PV-002770357129	27.507	PV-002770357129 27.507
PV-002771122761	30.834	PV-002771122761 30.834
PV-002771168099	28.293	PV-002771168099 28.293
PV-002771244889	28.232	PV-002771244889 28.232
PV-002771244890	26.586	PV-002771244890 26.586
PV-002771244891	29.533	PV-002771244891 29.533
PV-002771244892	30.087	PV-002771244892 30.087
PV-002771748684	30.845	PV-002771748684 30.845
PV-002771983157	30.236	PV-002771983157 30.236
PV-002772066127	29.892	PV-002772066127 29.892
PV-002772075022	31.023	PV-002772075022 31.023
PV-002772542808	26.598	PV-002772542808 26.598
PV-002772542809	27.935	PV-002772542809 27.935
PV-002772542810	29.166	PV-002772542810 29.166
PV-002773300685	28.551	PV-002773300685 28.551
PV-002773345351	25.101	PV-002773345351 25.101
PV-002773744261	27.395	PV-002773744261 27.395
PV-002774076046	28.422	PV-002774076046 28.422
PV-002774707399	29.072	PV-002774707399 29.072
PV-002774730117	28.398	PV-002774730117 28.398
PV-002775020728	28.931	PV-002775020728 28.931
PV-002775468480	31.394	PV-002775468480 31.394
PV-002775987162	31.055	PV-002775987162 31.055
PV-002776019489	30.058	PV-002776019489 30.058
PV-002776073360	27.937	PV-002776073360 27.937
PV-002776079011	26.428	PV-002776079011 26.428
PV-002776124560	26.69	PV-002776124560 26.690
PV-002776726826	31.299	PV-002776726826 31.299
PV-002776820183	31.711	PV-002776820183 31.711
PV-002776887019	30.445	PV-002776887019 30.445
PV-002777128678	30.15	PV-002777128678 30.150
PV-002777210955	29.635	PV-002777210955 29.635
PV-002777210956	29.393	PV-002777210956 29.393
PV-002777368957	30.274	PV-002777368957 30.274
PV-002777713650	29.347	PV-002777713650 29.347
PV-002778271940	30.519	PV-002778271940 30.519
PV-002778333212	30.301	PV-002778333212 30.301
PV-002778492726	27.21	PV-002778492726 27.210
PV-002779993744	26.12	PV-002779993744 26.120
PV-002780008686	30.803	PV-002780008686 30.803
PV-002780597440	31.463	PV-002780597440 31.463
PV-002780735735	29.086	PV-002780735735 29.086
PV-002781050297	30.855	PV-002781050297 30.855
PV-002781198958	29.722	PV-002781198958 29.722
PV-002781366698	29.603	PV-002781366698 29.603
PV-002782134516	27.715	PV-002782134516 27.715
PV-002782390975	28.448	PV-002782390975 28.448
PV-002783188766	29.039	PV-002783188766 29.039
PV-002783679559	30.007	PV-002783679559 30.007
PV-002784672220	30.161	PV-002784672220 30.161
PV-002784925423	28.904	PV-002784925423 28.904
PV-002785885555	27.074	PV-002785885555 27.074
PV-002786344648	27.34	PV-002786344648 27.340
PV-002786587621	29.205	PV-002786587621 29.205
PV-002786840378	30.117	PV-002786840378 30.117
PV-002786875757	27.189	PV-002786875757 27.189
PV-002786894535	30.142	PV-002786894535 30.142
PV-002786969716	28.891	PV-002786969716 28.891
PV-002787228539	28.472	PV-002787228539 28.472
PV-002787228540	26.721	PV-002787228540 26.721
PV-002787228541	30.963	PV-002787228541 30.963
PV-002787821456	27.647	PV-002787821456 27.647
PV-002787973207	31.411	PV-002787973207 31.411
PV-002787973208	29.102	PV-002787973208 29.102
PV-002788551936	26.799	PV-002788551936 26.799
PV-002788849068	26.385	PV-002788849068 26.385
PV-002789040948	26.459	PV-002789040948 26.459
PV-002789436419	28.411	PV-002789436419 28.411
PV-002789458698	28.568	PV-002789458698 28.568
PV-002789601240	28.703	PV-002789601240 28.703
PV-002790545984	28.907	PV-002790545984 28.907
PV-002790675544	29.666	PV-002790675544 29.666
PV-002790753211	27.908	PV-002790753211 27.908
PV-002790935205	26.263	PV-002790935205 26.263
PV-002791226482	30.925	PV-002791226482 30.925
PV-002791494482	26.326	PV-002791494482 26.326
PV-002791494483	30.918	PV-002791494483 30.918
PV-002791636549	27.439	PV-002791636549 27.439
PV-002791636550	30.949	PV-002791636550 30.949
PV-002791636551	30.113	PV-002791636551 30.113
PV-002791794515	30.732	PV-002791794515 30.732
PV-002791869336	26.953	PV-002791869336 26.953
PV-002792190950	29.994	PV-002792190950 29.994
PV-002792301607	27.567	PV-002792301607 27.567
PV-002792578757	26.679	PV-002792578757 26.679
PV-002792746047	29.481	PV-002792746047 29.481
PV-002793043041	27.154	PV-002793043041 27.154
PV-002793248003	30.583	PV-002793248003 30.583
PV-002793326312	31.447	PV-002793326312 31.447
PV-002793407691	26.413	PV-002793407691 26.413
PV-002793541452	31.164	PV-002793541452 31.164
PV-002794374351	28.431	PV-002794374351 28.431
PV-002794481453	28.308	PV-002794481453 28.308
PV-002794500424	29.272	PV-002794500424 29.272
PV-002794785160	28.851	PV-002794785160 28.851
PV-002794852076	29.306	PV-002794852076 29.306
PV-002795181828	29.776	PV-002795181828 29.776
PV-002795832607	29.116	PV-002795832607 29.116
PV-002795832608	27.491	PV-002795832608 27.491
PV-002795998793	25.694	PV-002795998793 25.694
PV-002796223641	29.681	PV-002796223641 29.681
PV-002796295914	30.874	PV-002796295914 30.874
PV-002796388851	25.944	PV-002796388851 25.944
PV-002796388852	28.73	PV-002796388852 28.730
PV-002796388853	29.34	PV-002796388853 29.340
PV-002796446875	27.418	PV-002796446875 27.418
PV-002796998206	25.737	PV-002796998206 25.737
PV-002797091412	26.461	PV-002797091412 26.461
PV-002797172338	30.644	PV-002797172338 30.644
PV-002797242226	29.688	PV-002797242226 29.688
PV-002797431091	27.977	PV-002797431091 27.977
PV-002797682060	29.088	PV-002797682060 29.088
PV-002797831456	26.173	PV-002797831456 26.173
PV-002797849457	27.059	PV-002797849457 27.059
PV-002797875007	26.954	PV-002797875007 26.954
PV-002798067037	28.725	PV-002798067037 28.725
PV-002798096123	30.009	PV-002798096123 30.009
PV-002798201678	25.505	PV-002798201678 25.505
PV-002798338123	31.245	PV-002798338123 31.245
PV-002798996414	30.208	PV-002798996414 30.208
PV-002799148363	30.163	PV-002799148363 30.163
PV-002799437811	30.644	PV-002799437811 30.644
PV-002799559960	31.14	PV-002799559960 31.140
PV-002799685198	29.659	PV-002799685198 29.659
PV-002800290931	27.691	PV-002800290931 27.691
PV-002800331546	25.625	PV-002800331546 25.625
PV-002800428970	27.142	PV-002800428970 27.142
PV-002800665306	31.853	PV-002800665306 31.853
PV-002800717554	31.477	PV-002800717554 31.477
PV-002800736534	31.529	PV-002800736534 31.529
PV-002800745221	31.157	PV-002800745221 31.157
PV-002800806250	26.486	PV-002800806250 26.486
PV-002801700165	31.527	PV-002801700165 31.527
PV-002801859485	28.658	PV-002801859485 28.658
PV-002802141894	29.442	PV-002802141894 29.442
PV-002802209393	25.715	PV-002802209393 25.715
PV-002802284604	25.713	PV-002802284604 25.713
PV-002802284605	26.958	PV-002802284605 26.958
PV-002802284606	31.421	PV-002802284606 31.421
PV-002802408704	26.332	PV-002802408704 26.332
PV-002802408705	28.766	PV-002802408705 28.766
PV-002802408706	29.71	PV-002802408706 29.710
PV-002802502006	26.394	PV-002802502006 26.394
PV-002802594240	30.519	PV-002802594240 30.519
PV-002802594241	31.513	PV-002802594241 31.513
PV-002802668284	28.324	PV-002802668284 28.324
PV-002803171870	30.751	PV-002803171870 30.751
PV-002803718138	29.4	PV-002803718138 29.400
PV-002803859602	26.413	PV-002803859602 26.413
PV-002804031742	27.738	PV-002804031742 27.738
PV-002804031743	31.127	PV-002804031743 31.127
PV-002804147442	29.38	PV-002804147442 29.380
PV-002804147443	26.979	PV-002804147443 26.979
PV-002804147444	27.888	PV-002804147444 27.888
PV-002804211768	31.811	PV-002804211768 31.811
PV-002804381077	28.75	PV-002804381077 28.750
PV-002804381078	28.013	PV-002804381078 28.013
PV-002804766620	29.273	PV-002804766620 29.273
PV-002805290190	27.047	PV-002805290190 27.047
PV-002805509598	28.752	PV-002805509598 28.752
PV-002805730492	26.457	PV-002805730492 26.457
PV-002805861065	28.766	PV-002805861065 28.766
PV-002805861066	25.927	PV-002805861066 25.927
PV-002805867954	28.849	PV-002805867954 28.849
PV-002805915259	30.143	PV-002805915259 30.143
PV-002806468756	27.672	PV-002806468756 27.672
PV-002806468757	29.166	PV-002806468757 29.166
PV-002806541551	30.798	PV-002806541551 30.798
PV-002806584308	30.426	PV-002806584308 30.426
PV-002806782583	29.351	PV-002806782583 29.351
PV-002806828926	31.402	PV-002806828926 31.402
PV-002806987870	30.949	PV-002806987870 30.949
PV-002807212910	30.87	PV-002807212910 30.870
PV-002807227897	27.952	PV-002807227897 27.952
PV-002807308425	32.048	PV-002807308425 32.048
PV-002807308426	30.564	PV-002807308426 30.564
PV-002807308427	27.399	PV-002807308427 27.399
PV-002807623986	31.858	PV-002807623986 31.858
PV-002807639372	29.064	PV-002807639372 29.064
PV-002807639373	27.394	PV-002807639373 27.394
PV-002807639374	29.368	PV-002807639374 29.368
PV-002807942488	25.721	PV-002807942488 25.721
PV-002807942489	27.011	PV-002807942489 27.011
PV-002807942490	29.602	PV-002807942490 29.602
PV-002807947101	31.454	PV-002807947101 31.454
PV-002807947102	25.941	PV-002807947102 25.941
PV-002807988619	26.599	PV-002807988619 26.599
PV-002807990960	25.801	PV-002807990960 25.801
PV-002808071494	30.465	PV-002808071494 30.465
PV-002808090074	31.527	PV-002808090074 31.527
PV-002808224521	29.006	PV-002808224521 29.006
PV-002808325568	28.712	PV-002808325568 28.712
PV-002808327304	31.052	PV-002808327304 31.052
PV-002808491680	28.912	PV-002808491680 28.912
PV-002808567700	25.739	PV-002808567700 25.739
PV-002808618245	31.758	PV-002808618245 31.758
PV-002808664069	29.724	PV-002808664069 29.724
PV-002808774653	29.497	PV-002808774653 29.497
PV-002808953635	31.377	PV-002808953635 31.377
PV-002809137952	27.427	PV-002809137952 27.427
PV-002809589687	26.79	PV-002809589687 26.790
PV-002810036939	29.646	PV-002810036939 29.646
PV-002810285465	30.525	PV-002810285465 30.525
PV-002810421275	32.314	PV-002810421275 32.314
PV-002810468807	26.054	PV-002810468807 26.054
PV-002810683617	30.974	PV-002810683617 30.974
PV-002811208241	29.075	PV-002811208241 29.075
PV-002811418117	31.745	PV-002811418117 31.745
PV-002811430236	29.51	PV-002811430236 29.510
PV-002811811718	27.219	PV-002811811718 27.219
PV-002811879857	29.378	PV-002811879857 29.378
PV-002811910856	29.261	PV-002811910856 29.261
PV-002811984146	31.289	PV-002811984146 31.289
PV-002812074393	27.181	PV-002812074393 27.181
PV-002812186050	29.243	PV-002812186050 29.243
PV-002812236295	30.812	PV-002812236295 30.812
PV-002812372047	26.426	PV-002812372047 26.426
PV-002812372048	27.874	PV-002812372048 27.874
PV-002812372049	26.248	PV-002812372049 26.248
PV-002812372050	26.138	PV-002812372050 26.138
PV-002812372051	31.384	PV-002812372051 31.384
PV-002812372052	29.806	PV-002812372052 29.806
PV-002812933944	28.944	PV-002812933944 28.944
PV-002813068640	25.62	PV-002813068640 25.620
PV-002813089877	30.609	PV-002813089877 30.609
PV-002814363629	25.388	PV-002814363629 25.388
PV-002814471429	31.028	PV-002814471429 31.028
PV-002814663201	29.789	PV-002814663201 29.789
PV-002815719770	27.903	PV-002815719770 27.903
PV-002815845820	26.465	PV-002815845820 26.465
PV-002815919615	29.471	PV-002815919615 29.471
PV-002815994359	30.094	PV-002815994359 30.094
PV-002816197806	30.134	PV-002816197806 30.134
PV-002816325460	30.619	PV-002816325460 30.619
PV-002816622728	29.816	PV-002816622728 29.816
PV-002816967447	29.47	PV-002816967447 29.470
PV-002816967448	31.126	PV-002816967448 31.126
PV-002816967449	25.646	PV-002816967449 25.646
PV-002817355726	29.382	PV-002817355726 29.382
PV-002817434441	31.038	PV-002817434441 31.038
PV-002817551997	26.615	PV-002817551997 26.615
PV-002817645144	26.675	PV-002817645144 26.675
PV-002817655615	28.631	PV-002817655615 28.631
PV-002818157188	28.669	PV-002818157188 28.669
PV-002818224093	29.508	PV-002818224093 29.508
PV-002818957155	29.457	PV-002818957155 29.457
PV-002818957156	31.907	PV-002818957156 31.907
PV-002818957157	29.486	PV-002818957157 29.486
PV-002819096338	30.982	PV-002819096338 30.982
PV-002819096339	27.285	PV-002819096339 27.285
PV-002819103078	26.73	PV-002819103078 26.730
PV-002819103079	28.542	PV-002819103079 28.542
PV-002819103080	32.223	PV-002819103080 32.223
PV-002819103081	26.654	PV-002819103081 26.654
PV-002819103082	29.989	PV-002819103082 29.989
PV-002819103083	26.138	PV-002819103083 26.138
PV-002819178184	29.673	PV-002819178184 29.673
PV-002819286787	25.324	PV-002819286787 25.324
PV-002819286788	28.377	PV-002819286788 28.377
PV-002819319495	30.64	PV-002819319495 30.640
PV-002819561831	31.032	PV-002819561831 31.032
PV-002819561832	25.139	PV-002819561832 25.139
PV-002819561833	27.307	PV-002819561833 27.307
PV-002819912128	29.273	PV-002819912128 29.273
PV-002819912129	31.319	PV-002819912129 31.319
PV-002819912130	29.023	PV-002819912130 29.023
PV-002820042618	30.822	PV-002820042618 30.822
PV-002820042619	29.533	PV-002820042619 29.533
PV-002820042620	30.601	PV-002820042620 30.601
PV-002820132693	29.804	PV-002820132693 29.804
PV-002820514558	26.448	PV-002820514558 26.448
PV-002821041583	29.027	PV-002821041583 29.027
PV-002821174303	26.758	PV-002821174303 26.758
PV-002821174304	25.447	PV-002821174304 25.447
PV-002821174305	28.13	PV-002821174305 28.130
PV-002821250572	28.681	PV-002821250572 28.681
PV-002821385275	29.377	PV-002821385275 29.377
PV-002821479707	27.59	PV-002821479707 27.590
PV-002822671782	30.596	PV-002822671782 30.596
PV-002822671783	29.923	PV-002822671783 29.923
PV-002822846113	31.32	PV-002822846113 31.320
PV-002822846114	28.038	PV-002822846114 28.038
PV-002822846115	31.905	PV-002822846115 31.905
PV-002823071317	33.398	PV-002823071317 33.398
PV-002823075818	27.012	PV-002823075818 27.012
PV-002823075819	29.607	PV-002823075819 29.607
PV-002823114121	25.101	PV-002823114121 25.101
PV-002823177764	30.993	PV-002823177764 30.993
PV-002823225309	29.872	PV-002823225309 29.872
PV-002823307173	30.238	PV-002823307173 30.238
PV-002823464828	29.264	PV-002823464828 29.264
PV-002823662854	30.258	PV-002823662854 30.258
PV-002823813428	26.639	PV-002823813428 26.639
PV-002823813429	28.522	PV-002823813429 28.522
PV-002824199460	30.065	PV-002824199460 30.065
PV-002824207699	27.811	PV-002824207699 27.811
PV-002824291758	29.77	PV-002824291758 29.770
PV-002825012645	31.458	PV-002825012645 31.458
PV-002825561139	30.546	PV-002825561139 30.546
PV-002825649403	27.109	PV-002825649403 27.109
PV-002825649404	29.513	PV-002825649404 29.513
PV-002825649405	29.893	PV-002825649405 29.893
PV-002825674031	29.327	PV-002825674031 29.327
PV-002825693470	30.16	PV-002825693470 30.160
PV-002825796983	31.541	PV-002825796983 31.541
